sku_digiflazz,name,category,provider,base_price_minor,is_active,metadata,main_category,sub_category,product_type
games-mobile legends-1a228520,Mobile Legends 250 + 25 Diamonds (Russia),Games,MOBILE LEGENDS,8980700,true,"{""type"":""Russia"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Russia
games-pubg mobile-ddb4862f,PUBG MOBILE 400 UC,Games,PUBG MOBILE,8981100,true,"{""type"":""Umum"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-1a22904770406f40e44b278ceb52e7e1.jpg""}",Games,PUBG MOBILE,Umum
games-blood strike-b601a7ae,Blood Strike 800 Gold,Games,Blood Strike,8987600,true,"{""type"":""Umum"",""description"":""Masukkan User ID. 800 Gold utama."",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-ee0fd31b1cdd6bd912363c1860b42a35.jpg""}",Games,Blood Strike,Umum
games-genshin impact-0821bd1e,Genshin Impact Blessing of the Welkin Moon (TW),Games,Genshin Impact,8988000,true,"{""type"":""Taiwan"",""description"":""Format no tujuan [UID]|[Server]"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-d6100f745fbd27167a0c43867ca625f6.jpg""}",Games,Genshin Impact,Taiwan
games-haikyu fly high-2c5d45d2,Haikyu Fly High Tawaran Spesial Sorakan ke-1,Games,Haikyu Fly High,8992500,true,"{""type"":""Membership"",""description"":""Masukkan ID."",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-980924401d36a166107f963a6f1b4bed.jpg""}",Games,Haikyu Fly High,Membership
games-free fire-c21f3895,Free Fire 770 Diamond,Games,FREE FIRE,9002500,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-zepeto-8e6353f3,Zepeto 40.700 Coins,Games,Zepeto,9002500,true,"{""type"":""Umum"",""description"":""Masukkan username Zepeto."",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-636bb94f63b4650082dddebf4e34eb8d.jpg""}",Games,Zepeto,Umum
games-pubg mobile-d803eff2,PUBG Mobile Global 340 UC,Games,PUBG MOBILE,9005000,true,"{""type"":""Global"",""description"":""masukkan UID, region Global"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-1a22904770406f40e44b278ceb52e7e1.jpg""}",Games,PUBG MOBILE,Global
games-pubg mobile-e2947efd,PUBG Mobile Global 385 UC,Games,PUBG MOBILE,9026400,true,"{""type"":""Global"",""description"":""masukkan UID, region Global"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-1a22904770406f40e44b278ceb52e7e1.jpg""}",Games,PUBG MOBILE,Global
games-mobile legends-cf2cc526,Mobile Legends 355 Diamonds (Indonesia),Games,MOBILE LEGENDS,9027500,true,"{""type"":""Indonesia"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Indonesia
games-mu origin 2-4b6c7245,MU ORIGIN 2 - 763 Badges Diamonds,Games,MU Origin 2,9038500,true,"{""type"":""Badges"",""description"":""Format no tujuan [UID]|[Server]"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-0084dac0903ce0c597775bd1dd60008f.jpg""}",Games,MU Origin 2,Badges
games-mobile legends-ed0d85ca,Mobile Legends 429 Diamonds (Brazil),Games,MOBILE LEGENDS,9050300,true,"{""type"":""Brazil"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Brazil
games-magic chess-222aaad8,Magic Chess Go Go 408 Diamonds,Games,Magic Chess,9053600,true,"{""type"":""Umum"",""description"":""Masukkan ID dan Server Anda"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-616b62e3a7c20cac82f935fdb1559ed8.jpg""}",Games,Magic Chess,Umum
games-free fire-f77dbb9f,Free Fire 740 Diamond,Games,FREE FIRE,9069300,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-free fire max-bd31090d,Free Fire Max 740 Diamonds,Games,Free Fire Max,9074500,true,"{""type"":""Umum"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-2c1349dac504881ef1ed2e658f775b07.jpg""}",Games,Free Fire Max,Umum
games-pubg mobile-6fbbf576,PUBG MOBILE 375 UC,Games,PUBG MOBILE,9092500,true,"{""type"":""Umum"",""description"":""PUBG MOBILE 375 UC"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-1a22904770406f40e44b278ceb52e7e1.jpg""}",Games,PUBG MOBILE,Umum
games-mobile legends-5675bd7f,Mobile Legends 239 + 25 Diamonds (Russia),Games,MOBILE LEGENDS,9119700,true,"{""type"":""Russia"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Russia
games-delta force-b697a434,Delta Force 420 Delta Coins,Games,Delta Force,9123500,true,"{""type"":""Umum"",""description"":""Masukkan ID Akun"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-ba6c6d65b14134b8e20025c16fc268fa.jpg""}",Games,Delta Force,Umum
games-soul land new world-372f4ee4,Soul Land 6 Kupon Emas,Games,Soul Land New World,9162500,true,"{""type"":""Kupon Emas"",""description"":""Masukkan ID Akun"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-e380317f8d26f571f165a8f48bffd671.jpg""}",Games,Soul Land New World,Kupon Emas
games-world war heroes-dda075ab,World War Heroes 1.400 Gold,Games,World War Heroes,9198100,true,"{""type"":""Umum"",""description"":""Masukkan User ID"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-1736466cfc8b49135c4821437b67d49b.jpg""}",Games,World War Heroes,Umum
games-pokemon unite-6c67757f,Pokemon Unite 490 + Bonus Aeos Gems,Games,Pokemon Unite,9213100,true,"{""type"":""Umum"",""description"":""Masukkan ID Akun, Bonus 35 Gems dapat berubah sewaktu waktu"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-87bbbfe8501fdc24a7f73fe56b518550.jpg""}",Games,Pokemon Unite,Umum
games-free fire-62e719b5,Free Fire 732 Diamond,Games,FREE FIRE,9213100,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-free fire-6a92e3d0,Free Fire Mingguan + 520 Diamond,Games,FREE FIRE,9227100,true,"{""type"":""Membership"",""description"":""Free Fire Mingguan + 520 Diamond"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Membership
games-mobile legends-70a8c8f2,Mobile Legends Bundle 54 + 296 Diamonds (Indonesia),Games,MOBILE LEGENDS,9228800,true,"{""type"":""Indonesia"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Indonesia
games-heartopia-3874892a,Heartopia 300 + 20 Heart Diamonds,Games,Heartopia,9264400,true,"{""type"":""Umum"",""description"":""Masukkan ID Akun dan Server"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-7256f17008838bc155f578a1dbbc63dc.jpg""}",Games,Heartopia,Umum
games-mobile legends-374a2b57,Mobile Legends Weekly Diamond Pass 4x (Brazil),Games,MOBILE LEGENDS,9267300,true,"{""type"":""Brazil"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Brazil
games-mobile legends-6207e84b,MOBILELEGEND - 366 Diamond,Games,MOBILE LEGENDS,9272500,true,"{""type"":""Umum"",""description"":""no pelanggan = gabungan antara user_id dan zone_id"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Umum
games-magic chess-a746cabf,Magic Chess 500 (250+250) Diamonds First Recharge (Malaysia),Games,Magic Chess,9289300,true,"{""type"":""Malaysia"",""description"":""Masukkan ID Akun dan Server"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-616b62e3a7c20cac82f935fdb1559ed8.jpg""}",Games,Magic Chess,Malaysia
games-mobile legends-04be952e,Mobile Legends 370 Diamonds (Indonesia),Games,MOBILE LEGENDS,9339700,true,"{""type"":""Indonesia"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Indonesia
games-mobile legends-658701be,MOBILELEGEND - 369 Diamond,Games,MOBILE LEGENDS,9372500,true,"{""type"":""Umum"",""description"":""no pelanggan = gabungan antara user_id dan zone_id"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Umum
games-free fire max-fb38609f,Free Fire Max 770 Diamonds,Games,Free Fire Max,9378000,true,"{""type"":""Umum"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-2c1349dac504881ef1ed2e658f775b07.jpg""}",Games,Free Fire Max,Umum
games-free fire-f0a719b6,Free Fire 760 Diamond,Games,FREE FIRE,9388300,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-free fire-d4701ea5,Free Fire 744 Diamond,Games,FREE FIRE,9393700,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-mobile legends-1c804e4c,MOBILELEGEND - 373 Diamond,Games,MOBILE LEGENDS,9450000,true,"{""type"":""Umum"",""description"":""no pelanggan = gabungan antara user_id dan zone_id"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Umum
games-delta force-559172c5,Delta Force 420 Delta Coins - Garena,Games,Delta Force,9452500,true,"{""type"":""Garena"",""description"":""Masukkan ID"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-ba6c6d65b14134b8e20025c16fc268fa.jpg""}",Games,Delta Force,Garena
games-ragnarok m classic-c6389df8,Ragnarok M Classic Upgrade Adventure Log,Games,Ragnarok M Classic,9469000,true,"{""type"":""Membership"",""description"":""Masukkan ID"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-95b92085fa67e9410f89cf6f3ce0f5ba.jpg""}",Games,Ragnarok M Classic,Membership
games-free fire-9f263600,Free Fire 775 Diamond,Games,FREE FIRE,9470100,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-mobile legends-3dc2cf35,MOBILELEGEND - 372 Diamond,Games,MOBILE LEGENDS,9470900,true,"{""type"":""Umum"",""description"":""no pelanggan = gabungan antara user_id dan zone_id"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Umum
games-mobile legends-85f9670d,Mobile Legends 374 Diamonds (Indonesia),Games,MOBILE LEGENDS,9503500,true,"{""type"":""Indonesia"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Indonesia
games-mobile legends-525c5c20,Mobile Legends 355 Diamonds (Malaysia),Games,MOBILE LEGENDS,9505000,true,"{""type"":""Malaysia"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Malaysia
games-free fire-e16ecc6c,Free Fire 773 Diamond,Games,FREE FIRE,9510300,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-heroes evolved-25808b7e,Heroes Evolved 600 Tokens,Games,Heroes Evolved,9519300,true,"{""type"":""Umum"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-efbbab9864187507258963d873295e77.jpg""}",Games,Heroes Evolved,Umum
games-lords mobile-380f80e7,Lords Mobile 670 Diamonds,Games,Lords Mobile,9530000,true,"{""type"":""Umum"",""description"":""Lords Mobile 670 Diamonds"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-15eb9fa67cf870cec44b3d43d183f494.jpg""}",Games,Lords Mobile,Umum
games-free fire-80f20d5b,Free Fire 780 Diamond,Games,FREE FIRE,9551700,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-castle duels-b2f0cd99,Castle Duels: PvP Arena Battle 50 + 5 Platinum,Games,Castle Duels,9552500,true,"{""type"":""Umum"",""description"":""Masukkan ID Akun"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-d085bdabc8711b2252ddc4373ea34621.jpg""}",Games,Castle Duels,Umum
games-free fire-eeb316bd,Free Fire 750 Diamond,Games,FREE FIRE,9574300,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-mobile legends-f601491c,Mobile Legends 516 Diamonds (Brazil),Games,MOBILE LEGENDS,9581400,true,"{""type"":""Brazil"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Brazil
games-magic chess-f7a6c419,Magic Chess 315 (286+29) Diamonds (Thailand),Games,Magic Chess,9582500,true,"{""type"":""Thailand"",""description"":""Masukkan ID Akun dan Server"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-616b62e3a7c20cac82f935fdb1559ed8.jpg""}",Games,Magic Chess,Thailand
games-mobile legends-d92595da,MOBILELEGEND - 380 Diamond,Games,MOBILE LEGENDS,9602500,true,"{""type"":""Umum"",""description"":""no pelanggan = gabungan antara user_id dan zone_id"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Umum
games-mobile legends-f57f3d5b,MOBILELEGEND - 381 Diamond,Games,MOBILE LEGENDS,9607800,true,"{""type"":""Umum"",""description"":""no pelanggan = gabungan antara user_id dan zone_id"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Umum
games-free fire-9dbb1c3c,Free Fire 790 Diamond,Games,FREE FIRE,9616500,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-werewolf (party game)-12a826c8,Werewolf 300 Diamonds,Games,Werewolf (Party Game),9621000,true,"{""type"":""Umum"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-f7cfe38b7bd48e7588d3b10c39e0e453.jpg""}",Games,Werewolf (Party Game),Umum
games-free fire max-cc042504,Free Fire Max 790 Diamonds,Games,Free Fire Max,9627500,true,"{""type"":""Umum"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-2c1349dac504881ef1ed2e658f775b07.jpg""}",Games,Free Fire Max,Umum
games-honor of kings-dd721382,Honor of Kings 560 Tokens,Games,Honor of Kings,9637400,true,"{""type"":""Umum"",""description"":""Token Utama, bonus sesuai akun pengguna"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-538663fbc52aaed9c3447caf904e069c.jpg""}",Games,Honor of Kings,Umum
games-mobile legends-61884017,MOBILELEGEND - 384 Diamond,Games,MOBILE LEGENDS,9647500,true,"{""type"":""Umum"",""description"":""no pelanggan = gabungan antara user_id dan zone_id"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Umum
games-perfect world 2-efcd7fc1,Perfect World 2 25000 Koin,Games,Perfect World 2,9652500,true,"{""type"":""Umum"",""description"":""Input ID Akun dan Server"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-c5b6cc3c114e4a46bb657cdc2477caa1.jpg""}",Games,Perfect World 2,Umum
games-mobile legends-d53f4a94,Mobile Legends 381 Diamonds (Indonesia),Games,MOBILE LEGENDS,9695400,true,"{""type"":""Indonesia"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Indonesia
games-free fire-985918c9,Free Fire 795 Diamond,Games,FREE FIRE,9698200,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-mobile legends-7ffcded9,MOBILELEGEND - 383 Diamond,Games,MOBILE LEGENDS,9736600,true,"{""type"":""Umum"",""description"":""no pelanggan = gabungan antara user_id dan zone_id"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Umum
games-free fire-f30de264,Free Fire Malaysia 645 Diamond,Games,FREE FIRE,9768800,true,"{""type"":""Malaysia"",""description"":""Free Fire Malaysia 645 Diamond"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Malaysia
games-free fire-db0e27a1,Free Fire 800 Diamond,Games,FREE FIRE,9779900,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-free fire max-ce829ee0,Free Fire Max 800 Diamonds,Games,Free Fire Max,9788500,true,"{""type"":""Umum"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-2c1349dac504881ef1ed2e658f775b07.jpg""}",Games,Free Fire Max,Umum
games-mobile legends-82f0d2a1,MOBILELEGEND - 388 Diamond,Games,MOBILE LEGENDS,9802500,true,"{""type"":""Umum"",""description"":""no pelanggan = gabungan antara user_id dan zone_id"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Umum
games-free fire-07abde14,Free Fire Monthly Membership (Global),Games,FREE FIRE,9807100,true,"{""type"":""Global"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Global
games-free fire-b3a9b0e7,Free Fire Bulanan + 140 Diamond,Games,FREE FIRE,9813500,true,"{""type"":""Membership"",""description"":""Free Fire Bulanan + 140 Diamond"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Membership
games-lifeafter credits-1c53896a,LifeAfter 558 Credits,Games,LifeAfter Credits,9832100,true,"{""type"":""Umum"",""description"":""Format no tujuan [UID]|[Server]"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-cadbb18e5181132fc6d450bf00fa58c5.jpg""}",Games,LifeAfter Credits,Umum
games-mobile legends-dadc257b,MOBILELEGEND - 408 Diamond,Games,MOBILE LEGENDS,9840000,true,"{""type"":""Umum"",""description"":""no pelanggan = gabungan antara user_id dan zone_id"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Umum
games-ragnarok m: eternal love-30cca5d0,40 Big Cat Coins,Games,Ragnarok M: Eternal Love,9868000,true,"{""type"":""Umum"",""description"":""40 Big Cat Coins"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-46fcdb6927aa9481f8c16492e0aff68d.jpg""}",Games,Ragnarok M: Eternal Love,Umum
games-super sus-5d9c7c08,Super Sus 1.060 Goldstar,Games,Super Sus,9904900,true,"{""type"":""Umum"",""description"":""Input user id game Super Sus."",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-f17f023bbc399519da37713fe921c1fc.jpg""}",Games,Super Sus,Umum
games-free fire-4603f385,Free Fire 782 Diamond,Games,FREE FIRE,9930500,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-call of duty mobile-ac2102af,Call of Duty Mobile 693 CP,Games,Call of Duty MOBILE,9954400,true,"{""type"":""Umum"",""description"":""Call of Duty Mobile 693 CP"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-1af2bb2bd26b60a87de61675a6faa434.jpg""}",Games,Call of Duty MOBILE,Umum
games-arena breakout-97af7ea3,Arena Breakout Kotak Komposit 30 Hari,Games,Arena Breakout,9968600,true,"{""type"":""Umum"",""description"":""Masukkin User ID."",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-97bcb3750a54462cbdef633d563d1f15.jpg""}",Games,Arena Breakout,Umum
games-sausage man-0f6af086,Sausage Man 686 Candies,Games,Sausage Man,10000000,true,"{""type"":""Umum"",""description"":""Masukkan User ID"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-8a23c5f9fa2dbfd5cc1add11333ad371.jpg""}",Games,Sausage Man,Umum
games-stumble guys-56c690dc,Stumble Guys 5.750 Gems,Games,Stumble Guys,10002500,true,"{""type"":""Umum"",""description"":""Masukkan username."",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-3e594aeead1d9d50ac314a5a16e0021f.jpg""}",Games,Stumble Guys,Umum
games-stumble guys-5af663ee,Stumble Guys 5.000 Gems,Games,Stumble Guys,10002500,true,"{""type"":""Umum"",""description"":""Masukkan username."",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-3e594aeead1d9d50ac314a5a16e0021f.jpg""}",Games,Stumble Guys,Umum
games-lifeafter credits-1b7f6ab5,LifeAfter 413 Credits,Games,LifeAfter Credits,10030000,true,"{""type"":""Umum"",""description"":""Format no tujuan [UID]|[Server]"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-cadbb18e5181132fc6d450bf00fa58c5.jpg""}",Games,LifeAfter Credits,Umum
games-free fire-4e436b5b,Free Fire 820 Diamond,Games,FREE FIRE,10034200,true,"{""type"":""Umum"",""description"":""Jumlah diamond sesuai diamond normal, bonus tidak dihitung"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-62a3c629509b39288b2e33ddb2429543.jpg""}",Games,FREE FIRE,Umum
games-mobile legends-d3392c8d,MOBILELEGEND - 395 Diamond,Games,MOBILE LEGENDS,10058400,true,"{""type"":""Umum"",""description"":""no pelanggan = gabungan antara user_id dan zone_id"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Umum
games-mobile legends-2547fe14,Mobile Legends 345 Diamonds (Malaysia),Games,MOBILE LEGENDS,10070500,true,"{""type"":""Malaysia"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Malaysia
games-mobile legends-d2400e20,Mobile Legends 429 Diamonds (Global),Games,MOBILE LEGENDS,10071500,true,"{""type"":""Global"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Global
games-mobile legends-e0f7ea8a,Mobile Legends 355 Diamonds (Singapore),Games,MOBILE LEGENDS,10072500,true,"{""type"":""Singapore"",""description"":""-"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-a269a45b28813e40483aa8458426e160.jpg""}",Games,MOBILE LEGENDS,Singapore
games-lineage2m-3ea25b23,Lineage2M 400 Diamond,Games,Lineage2M,10073200,true,"{""type"":""Umum"",""description"":""Masukkan ID dan Server"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-d0c4da3e6e04255c67c13a89d432c8c7.jpg""}",Games,Lineage2M,Umum
games-super sus-6e17ac22,Super Sus 1000+360 Goldstar,Games,Super Sus,10090000,true,"{""type"":""Umum"",""description"":""Masukkan Space ID"",""image_url"":""https://digiflazz.s3.ap-southeast-1.amazonaws.com/brand/brand-f17f023bbc399519da37713fe921c1fc.jpg""}",Games,Super Sus,Umum
