sku_digiflazz,name,category,provider,base_price_minor,is_active,metadata,main_category,sub_category,product_type
pulsa-telkomsel-b5323f2e,Cek Hutang Pulsa Telkomsel,Pulsa,TELKOMSEL,600,true,"{""type"":""Cek Hutang"",""description"":""-"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Cek Hutang
pulsa-telkomsel-5c5bcc30,Telkomsel 2.000,Pulsa,TELKOMSEL,210500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-b8f074c8,Telkomsel 3.000,Pulsa,TELKOMSEL,335500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-ad871fe0,Telkomsel 5.000,Pulsa,TELKOMSEL,400000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-d2530434,Telkomsel 4.000,Pulsa,TELKOMSEL,435500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-65f2397f,Telkomsel 6.000,Pulsa,TELKOMSEL,644000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-b4d378b5,Telkomsel 7.000,Pulsa,TELKOMSEL,750000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-54e7bb2a,Telkomsel 8.000,Pulsa,TELKOMSEL,844000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-f54fb88b,Telkomsel 10.000,Pulsa,TELKOMSEL,844500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-3d7573ce,Telkomsel 9.000,Pulsa,TELKOMSEL,944000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-099d586f,Telkomsel 11.000,Pulsa,TELKOMSEL,1176000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-148cbdee,Telkomsel 12.000,Pulsa,TELKOMSEL,1276000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-65581f23,Telkomsel 13.000,Pulsa,TELKOMSEL,1376000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-a84558c6,Telkomsel 15.000,Pulsa,TELKOMSEL,1400000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-832e6ac9,Telkomsel 14.000,Pulsa,TELKOMSEL,1476000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-69729e42,Telkomsel 16.000,Pulsa,TELKOMSEL,1676000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-5638057d,Telkomsel 17.000,Pulsa,TELKOMSEL,1776000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-0970ad04,Telkomsel 20.000,Pulsa,TELKOMSEL,1830000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-e4d62df4,Telkomsel 18.000,Pulsa,TELKOMSEL,1876000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-776550e7,Telkomsel 19.000,Pulsa,TELKOMSEL,1973500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-27b6b9d9,Telkomsel 21.000,Pulsa,TELKOMSEL,2080500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-542086d7,Telkomsel 22.000,Pulsa,TELKOMSEL,2179500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-800791aa,Telkomsel 23.000,Pulsa,TELKOMSEL,2278500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-a313eab6,Telkomsel 25.000,Pulsa,TELKOMSEL,2320000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-fe5fabdc,Telkomsel 24.000,Pulsa,TELKOMSEL,2377500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-6dc3f5a9,Telkomsel 26.000,Pulsa,TELKOMSEL,2571100,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-6c160c34,Telkomsel 27.000,Pulsa,TELKOMSEL,2669700,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-92b85f0f,Telkomsel 28.000,Pulsa,TELKOMSEL,2768300,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-953c14d1,Telkomsel 30.000,Pulsa,TELKOMSEL,2777500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-6c280806,Telkomsel 29.000,Pulsa,TELKOMSEL,2866900,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-fe310b99,Telkomsel 31.000,Pulsa,TELKOMSEL,3064100,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-34f5a6af,Telkomsel 32.000,Pulsa,TELKOMSEL,3164100,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-4f0d2f8b,Telkomsel 33.000,Pulsa,TELKOMSEL,3262900,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-c3b62465,Telkomsel 35.000,Pulsa,TELKOMSEL,3277500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-b570d77f,Telkomsel 34.000,Pulsa,TELKOMSEL,3361700,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-e4d8562f,Telkomsel 36.000,Pulsa,TELKOMSEL,3552100,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-7b8670aa,Telkomsel 37.000,Pulsa,TELKOMSEL,3650700,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-53178a6b,Telkomsel 38.000,Pulsa,TELKOMSEL,3749300,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-74e08310,Telkomsel 39.000,Pulsa,TELKOMSEL,3847900,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-7e1102e0,Telkomsel 40.000,Pulsa,TELKOMSEL,3865000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-07b2ec55,Telkomsel 41.000,Pulsa,TELKOMSEL,4047600,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-cf5c5ae5,Telkomsel 42.000,Pulsa,TELKOMSEL,4143700,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-a4a7539b,Telkomsel 43.000,Pulsa,TELKOMSEL,4244800,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-13101bc6,Telkomsel 44.000,Pulsa,TELKOMSEL,4340900,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-2888d34b,Telkomsel 46.000,Pulsa,TELKOMSEL,4372500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-68fb596c,Telkomsel 45.000,Pulsa,TELKOMSEL,4417500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-26c10d93,Telkomsel 47.000,Pulsa,TELKOMSEL,4636700,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-460150d4,Telkomsel 50.000,Pulsa,TELKOMSEL,4670000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-20a6b9ad,Telkomsel 48.000,Pulsa,TELKOMSEL,4735300,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-8af057cd,Telkomsel 49.000,Pulsa,TELKOMSEL,4833900,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-e0e40dcc,Telkomsel 51.000,Pulsa,TELKOMSEL,5038600,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-e03329da,Telkomsel 52.000,Pulsa,TELKOMSEL,5137200,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-a535e069,Telkomsel 53.000,Pulsa,TELKOMSEL,5235800,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-45aea665,Telkomsel 54.000,Pulsa,TELKOMSEL,5334400,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-9ef78c41,Telkomsel 55.000,Pulsa,TELKOMSEL,5400000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-da6af978,Telkomsel 56.000,Pulsa,TELKOMSEL,5531600,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-1b79432e,Telkomsel 57.000,Pulsa,TELKOMSEL,5630200,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-79176101,Telkomsel 58.000,Pulsa,TELKOMSEL,5728800,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-5120cb86,Telkomsel 59.000,Pulsa,TELKOMSEL,5827400,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-1d718c08,Telkomsel 60.000,Pulsa,TELKOMSEL,5835000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-f6738ed0,Telkomsel 61.000,Pulsa,TELKOMSEL,6024600,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-b3dd67fa,Telkomsel 62.000,Pulsa,TELKOMSEL,6123200,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-cab55bfe,Telkomsel 63.000,Pulsa,TELKOMSEL,6221800,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-06a34895,Telkomsel 64.000,Pulsa,TELKOMSEL,6320400,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-9fd8bb3e,Telkomsel 65.000,Pulsa,TELKOMSEL,6385000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-ef2743b2,Telkomsel 66.000,Pulsa,TELKOMSEL,6517600,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-1ce9c4d2,Telkomsel 67.000,Pulsa,TELKOMSEL,6616200,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-8552c5f2,Telkomsel 70.000,Pulsa,TELKOMSEL,6702500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-bad5b21e,Telkomsel 68.000,Pulsa,TELKOMSEL,6714800,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-7c2c0d70,Telkomsel 69.000,Pulsa,TELKOMSEL,6813400,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-51bdf146,Telkomsel 71.000,Pulsa,TELKOMSEL,7010600,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-227f7697,Telkomsel 72.000,Pulsa,TELKOMSEL,7109200,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-77b381f2,Telkomsel 73.000,Pulsa,TELKOMSEL,7207800,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-9f5a1dc0,Telkomsel 75.000,Pulsa,TELKOMSEL,7250000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-2c957924,Telkomsel 74.000,Pulsa,TELKOMSEL,7306400,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-7f88a945,Telkomsel 76.000,Pulsa,TELKOMSEL,7503600,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-5b7b7922,Telkomsel 77.000,Pulsa,TELKOMSEL,7602200,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-a3fbf15c,Telkomsel 78.000,Pulsa,TELKOMSEL,7700800,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-aad7f9dd,Telkomsel 79.000,Pulsa,TELKOMSEL,7799400,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-666a66f6,Telkomsel 80.000,Pulsa,TELKOMSEL,7830000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-2d32cc2e,Telkomsel 81.000,Pulsa,TELKOMSEL,7996600,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-0271ced1,Telkomsel 82.000,Pulsa,TELKOMSEL,8095200,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-749a28f6,Telkomsel 83.000,Pulsa,TELKOMSEL,8193800,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-daa89e5b,Telkomsel 84.000,Pulsa,TELKOMSEL,8292400,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-b7505f94,Telkomsel 85.000,Pulsa,TELKOMSEL,8350000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-95e85506,Telkomsel 86.000,Pulsa,TELKOMSEL,8489600,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-145e87ae,Telkomsel 87.000,Pulsa,TELKOMSEL,8588200,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-c10bed7c,Telkomsel 88.000,Pulsa,TELKOMSEL,8686800,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-06ee3838,Telkomsel 89.000,Pulsa,TELKOMSEL,8785400,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-ada8075f,Telkomsel 90.000,Pulsa,TELKOMSEL,8822500,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-cf6c27af,Telkomsel 91.000,Pulsa,TELKOMSEL,8982600,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-e92adf7b,Telkomsel 92.000,Pulsa,TELKOMSEL,9081200,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-19031ed8,Telkomsel 93.000,Pulsa,TELKOMSEL,9179800,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-5528e9e5,Telkomsel 94.000,Pulsa,TELKOMSEL,9278400,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-5b10f709,Telkomsel 95.000,Pulsa,TELKOMSEL,9300000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-36c4f9c8,Telkomsel 100.000,Pulsa,TELKOMSEL,9440000,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-460511c9,Telkomsel 96.000,Pulsa,TELKOMSEL,9475600,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-86d7f0e1,Telkomsel 97.000,Pulsa,TELKOMSEL,9574200,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-95c78c13,Telkomsel 98.000,Pulsa,TELKOMSEL,9672800,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-66963be8,Telkomsel 99.000,Pulsa,TELKOMSEL,9771400,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-19fe4e3b,Telkomsel 101.000,Pulsa,TELKOMSEL,9976200,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
pulsa-telkomsel-11a28e03,Telkomsel 102.000,Pulsa,TELKOMSEL,10074900,true,"{""type"":""Umum"",""description"":""Reguler"",""image_url"":""https://cdn.mobilepulsa.net/img/logo/pulsa/small/telkomsel.png""}",Pulsa,TELKOMSEL,Umum
